data_source,ID,food_name,food_img,recipe_link,serving,category_high_level,category_mid_level,category_low_level,created_date,views,likes,reviews,comments,재료1,재료2,재료3,재료4,재료5,재료6,재료7,재료8,재료9,재료10,재료1_정량,재료2_정량,재료3_정량,재료4_정량,재료5_정량,재료6_정량,재료7_정량,재료8_정량,재료9_정량,재료10_정량,rating
API,255,검은콩피시볼조림,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00255_2.png,,1인분,,반찬,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,254,토마토두루치기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00254_2.png,"1. 양배추, 양파, 표고버섯, 양송이버섯,
파프리카, 피망은 먹기 좋은 크기로
깍둑 썰고, 대파는 어슷 썬다.
2. 마늘은 편 썰어 기름 두른 팬에
투명해질 때까지 4~5분 정도
볶는다.
3. 토마토는 김 오른 찜기에 찐 후
껍질을 벗겨 양파와 함께 으깨가며
볶는다.
4. 비트도 곱게 갈아 넣고 함께 볶는다.
5. 식용유를 두른 팬에 돼지고기를
넣고 토마토비트소스와 함께 볶는다.
6. 양념을 넣어 간을 맞춘 후 양배추,
표고버섯, 양송이버섯, 파프리카,
피망, 대파를 넣고 살짝 볶아
마무리한다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,253,토마토오리볶음,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306023658_1678081018817.jpg,"1. 오리고기에 고기 밑간을 해 재운다.
2. 가지, 양파, 파프리카, 새송이버섯, 브로콜리는 깍둑 썰고, 부추는 5㎝ 길이로 썰고, 방울토마토는 꼭지만 따서 씻은 뒤 2등분한다.
3. 토마토, 양파, 풋고추는 갈아둔다.
4. 팬에 기름을 두르고 다진 마늘을
넣고 볶다가 고추장과 갈아놓은
토마토, 양파, 풋고추와 물엿을 넣고
볶으면서 농도를 맞춰
토마토고추장소스를 만든다.
5. 오리고기와 가지, 양파, 파프리카, 새송이버섯, 브로콜리를 같이 볶다가 토마토고추장소스를 넣어준다.
6. 접시에 담은 뒤 부추와 방울토마토를 곁들여 마무리한다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,252,차돌박이볶음,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00252_2.png,"1. 차돌박이는 고기 밑간에 재워둔다.
2. 파프리카, 양파는 깨끗이 씻어 곱게
채 썰고, 부추도 비슷한 길이로 썬다.
3. 해초는 깨끗이 손질하여
해초 밑간에 재운다.
4. 3가지 소스를 만든다.
5. 차돌박이를 팬에 볶아 준비한다.
6. 볶은 차돌박이와 해초, 부추,
파프리카, 양파를 접시에 담고
삼색소스를 곁들여 마무리한다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,251,버섯콩불고기,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00251_2.png,"1. 콩고기는 물에 담가 20분 정도 불린
뒤 양념장 ½과 버무린다.
2. 양파, 당근은 채 썰고, 양배추와
깻잎, 버섯은 한입 크기로 썬다.
3. 부추와 미나리는 양파와 비슷한
길이로 썰고, 청양고추는 어슷 썬다.
4. 들기름을 두른 팬에 다진 파와 마늘,
생강을 넣고 약한 불에 볶다가
콩고기를 넣고 나머지 양념장을
뿌려 볶는다.
5. 어느 정도 볶아지면 양파, 당근을
넣고 볶다가 양배추를 넣고 볶는다.
6. 양배추가 익으면 먹기 좋게 손질한
버섯을 넣고 살짝 볶아 마무리한다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,250,단호박제육볶음,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00250_2.png,"1. 돼지고기는 핏물을 제거하고
된장육수에 살짝 데친다.
2. 데친 돼지고기에 양념장을 넣고
재운다.
3. 단호박은 도톰하게 썰고, 죽순,
양파는 채 썰고, 대파는 어슷 썰고,
마른 표고버섯은 불린 뒤 먹기
좋은 크기로 썬다.
4. 팬에 올리브유를 두르고 재운
돼지고기와 된장육수(50g)를 넣고
볶는다.
5. 반 정도 익었을 때 단호박과 죽순,
양파, 대파, 표고버섯, 다진 마늘을
넣고 볶는다.
6. 부순 참깨와 참기름을 넣어
마무리한다.",1인분,,반찬,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,100g),,,,,,,,,,0.0
API,249,해산물두부샌드,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00249_2.png,"1. 두부는 두 덩어리로 잘라 넓게 편다.
2. 새우, 관자, 파프리카를 함께 갈아
속을 만든다.
3. 완두콩과 두유, 꿀, 검은깨를 섞은 뒤
갈아 완두콩드레싱을 만든다.
4. 두부 사이에 속을 넣은 뒤 먹기 편한
크기로 자른다.
5. 두부샌드를 김 오른 찜기에서
15분 정도 찐다.
6. 완두콩드레싱과 새싹채소를 올려
마무리한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,248,떡갈비찜,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00248_2.png,"1. 돼지고기와 쇠고기는 고기 밑간을
넣고 반죽을 만든다.
2. 가지를 길고 얇게 썬다.
3. 깨끗이 씻은 떡을 가지로 돌돌 말고
그 위에 고기를 말아 떡갈비를
만들고 팬에서 겉면이 노릇해질
때까지만 익힌 뒤 김 오른 찜기에
넣어 10분~15분 정도 찐다.
4. 유자청과 간장을 섞고 팬에서
농도를 맞춰주며 살짝 졸여
유자소스를 만든다.
5. 연근은 모양대로 얇게 썰어 기름에
튀겨 연근칩을 만든다.
6. 떡갈비에 유자소스를 바르고
연근칩을 올려 마무리한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,247,쇠고기표고찜,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00247_2.png,"1. 소를 고루 치대 반죽한다.
2. 표고버섯은 밑동을 제거한 뒤
안쪽에 밀가루→달걀물 순서로
바른 뒤 반죽을 넣고 달걀물을
한 번 더 발라준 뒤 김 오른 찜기에
15분간 찐다.
3. 잣과 대추를 올리고 달걀물을 한 번
더 바르고 3분간 더 찐다.
4. 오렌지소스 재료를 팬에 넣고
조린다.
5. 단호박은 얇게 썰어 노릇하게
굽는다.
6. 쇠고기표고찜에 오렌지소스를
뿌리고 피클과 구운 단호박을
곁들여 마무리한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,246,삼계선,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00246_2.png,"1. 닭가슴살을 다져서 두부와 섞어준다.
2. 수삼과 파프리카를 채 썰고, 대추는
돌려서 깎아준다.
3. 닭가슴살두부반죽을 얇게 편 후
파프리카, 수삼, 대추를 올린 뒤
풀리지 않게 종이포일로 만다.
4. 김 오른 찜기에 20분간 쪄준다.
5. 블루베리잼과 화이트와인을 졸인 뒤
설탕을 넣고 블루베리소스를 만든다.
6. 쪄낸 삼계선을 2㎝두께로 잘라 담고 블루베리소스를 곁들여 마무리한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,245,계만두,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00245_2.png,"1. 배추, 오이는 얇게 채 썬 뒤 소금물에
담가 절인 후 물기를 꼭 짜고,
표고버섯은 채 썬 뒤 참기름과
간장을 넣어 양념하고, 피망과
당근은 얇게 채 썬다.
2. 예열된 팬에 배추, 오이, 채 썬 피망,
표고버섯 순으로 센 불에서 각각
볶고, 당근은 물기를 제거한 뒤
녹말가루를 묻혀 150℃로 예열한
기름에 튀긴다.
3. 닭가슴살은 얇게 저민 후
후춧가루로 밑간을 한 뒤 볶아놓은
채소를 올려 말아 계만두를 만든다.
4. 찜기에 물과 마늘, 대파를 넣고
육수를 내면서 예열하다가 김이
오르면 말아놓은 계만두를 넣고
약 8분 정도 찐다.
5. 빠금장에 휘핑크림과 우유, 다진
청양고추, 후춧가루, 참깨를 넣고
끓여 빠금장소스를 만든다.
6. 계만두에 튀긴 당근과 삶은
메추리알을 곁들인 뒤 빠금장소스를
곁들여 마무리한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,454,닭고기채소스파게티,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00454_2.png,"1. 닭살은 한 번 정도 펴서 후춧가루를
뿌려 사각지게 썰어 준비한다.
2. 브로컬리는 살짝 데쳐 썰고, 양송이
버섯은 껍질을 벗겨 두툼하게 썰어
준비한다.
3. 파프리카와 토마토는 속씨를 제거하고
사각으로 썰고, 당근, 양파, 표고버섯도
사각지게 썰어 준비한다.
4. 스파게티는 끓는 물에 소금을 넣고 약
10분 정도 삶아 건져 올리브 오일을
살짝 발라 준비한다.
5. 팬에 올리브 오일을 두르고, 따끈해지
면, 닭살을 먼저 볶는다.
6. 닭고기살(⑤)에 준비한 채소(②,③)를
넣고 살짝 볶다가 토마토 페이스트를
넣어 다시 볶은 후 육수와 토마토소스,
케첩, 생크림을 넣고 끓인 후 삶아놓은
스파게티(④)를 넣고 한 번 더 끓여
완성한다.",1인분,,일품,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,529,탕평채,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00529_2.png,"1. 청포묵을 약 6~7cm 길이로 썰어
맛소금과 참기름에 살짝 버무려 놓는다.
2. 소고기는 채를 썰어 간장과 설탕,
참기름에 볶아놓고 미나리는 데쳐
찬물에 식혀 5~6cm 길이로 썰고,
숙주는 머리와 꼬리를 떼어 내고,
뜨거운 물에 데쳐 식혀 준비한다.
3. 홍파프리카는 씨를 제거하고 약 6cm
길이로 썰어 놓는다.
4. 달걀은 황백으로 나눠 각각 지단을
부쳐 채를 썰어 놓는다.
5. 김은 살짝 구어 봉투에 넣고 부수어
김가루를 만들어 놓는다.
6. 저염간장에 설탕과 식초를 넣어 골고루
섞어 탕평채 양념장을 만들고, 접시에
준비한 청포묵을 담고, 그 위에 채소와
고기를 올리고, 맨 위에 달걀지단과
김가루를 올린 후 양념장을 끼얹어 완성
한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,554,겨자소스를 곁들인 새우롤과 전복샐러드,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00554_2.png,"1. 새우는 껍질을 제거하고 포를 뜬 뒤 삶아 익힌다.
2. 전복은 수저로 떼어내 소금으로 씻고
달군 팬에 굽는다.
3. 연어는 포를 뜬다.
4. 겨자가루에 30℃ 정도의 물을 넣고
골고루 섞어 발효시키고, 설탕, 식초를
넣고 겨자소스를 만든다.
5. 고추장에 요구르트를 넣고
고추장소스를 만든다
6. 접시에 익힌 새우, 전복, 연어를 담은 뒤
겨자소스와 고추장소스를 올리고
어린잎으로 장식한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,555,속채운대저토마토백김치,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00555_2.png,"1. 토마토는 윗부분을 자르고 속을
파낸다.
2. 오이는 소금에 깨끗이 씻는다.
3. 소금을 팬에 볶은 후 배추를 절인다.
4. 절인 배추에 오이와 무를 넣고
돌돌만다.
5. ?를 속을 파낸 토마토 안에 넣는다.
6. ?번을 통에 담아 소금 국물을 붓고
양파와 마늘 생강을 넣는다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3212,메밀면 샐러드,http://www.foodsafetykorea.go.kr/uploadimg/20210210/20210210110714_1612922834280.jpg,,1인분,,일품,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3080,구기자모듬장조림,http://www.foodsafetykorea.go.kr/uploadimg/20200313/20200313011138_1584072698244.jpg,"1. 한돈은 사태로 준비하여 깍둑썰기하여 세척한다.
2. 양파, 파, 다시마, 표고버섯, 마늘은 깨끗이 세척 후 적당한 크기로 자르고, 당근, 곤약은 깍뚝썰기하여 준비한다.
3. 냄비에 물과 저염간장을 2:1 비율로 조림장을 준비한다.
4. 조림장에 구기자 및 양파, 파, 다시마, 표고버섯, 마늘을 넣고 끓인다.
5. 조림장이 끓으면 사태, 메추리알, 당근, 곤약을 넣고 조린다.
6. 접시에 담아서 완성한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,메추리알,당근,곤약,구기자,양파,파,다시마,마늘,표고버섯,,30g,10g,10g,5g,10g,10g,5g,10g,10g,,0.0
API,3068,콜리플라워미역국,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309023204_1583731924541.JPG,"1. 디포리를 살짝 볶아 물, 양파, 무를 넣고 육수를 낸다.
2. 건새우를 볶아서 건표고버섯과 함께 곱게 간다.
3. 콜리플라워는 먹기 좋은 크기로 썰어 볶는다.
4. 냄비에 불려서 손질해 놓은 미역과 참기름을 넣어 볶는다.
5. 육수를 넣고 푹 끓이다가 ②와 저염간장으로 간을 맞춘다.
6. 마지막으로 콜리플라워를 넣어 완성한다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,콜리플라워,건미역,디포리,양파,무,건표고버섯,건새우,물,,,25g,2g,2g,20g,20g,3g,3g,300ml,,,0.0
API,2979,과일 먹은 닭탕수,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408012615_1554697575394.jpg,"1. 닭다리의 살만 발라내 4cm ? 1cm 크기로 썬다.
2. 1에 소금, 후추로 밑간한 뒤 청주를 넣어 재운다.
3. 포도알은 2등분하고 사과, 파인애플은 한 입 크기로 썬다.
4. 2에 녹말을 입혀 기름에 2번 튀긴다.
5. 팬에 물, 설탕, 레몬즙을 넣고 한소끔 끓인다.
6. 소스에 물전분을 넣어 농도를 맞추고 썰어둔 과일을 넣는다.",1인분,,반찬,튀기기,2022-08-12,0,0,0,0,포도,미니사과,파인애플,전분,설탕,레몬,청주,후추0.,소금,,15g,30g,15g,80g,20g,70g,10g,2g,2g,,0.0
API,3268,레몬등갈비구이,http://www.foodsafetykorea.go.kr/uploadimg/20230308/20230308013049_1678249849873.jpg,"1. 등갈비는 찬물(5컵)에 담가 1시간 이상 핏물을 제거한다.
2. 등갈비는 한 쪽씩 썬다.
3. 손질한 등갈비는 밑간한 뒤 마늘, 로즈메리와 함께 버무려 30분 정도 재운다.
4. 재운 등갈비는 190℃로 예열한 오븐에 40분간 굽고, 뒤집어서 같은 온도에 30분간 더 굽는다.
5. 디핑소스를 만든다.
6. 그릇에 등갈비구이를 담은 뒤 레몬을 짜 즙을 뿌리고, 디핑 소스를 곁들여 마무리한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3211,크림카레소스를 곁들인 함초두부스테이크,http://www.foodsafetykorea.go.kr/uploadimg/20210210/20210210102914_1612920554422.jpg,"1. 양파와 당근, 양송이버섯, 불린 함초는 잘게 다진다.
2. 으깬 두부는 물기를 제거한 뒤 닭가슴살과 믹서에 넣어 곱게 갈고 다진 양파(20g), 당근(10g), 함초(7.5g), 달걀, 빵가루, 함초소금(0.25g)을 넣어 버무린다.
3. 두부 반죽은 동그랗게 만들어 중간 불로 달군 팬에 식용유(10㎖)를 두른 뒤 4분간 앞뒤로 노릇하게 구워 꺼낸다.
4. 약한 불로 달군 냄비에 밀가루, 버터를 넣어 루를 만들고 우유, 강황가루, 다진 양파(10g)와 당근(10g), 양송이버섯, 다진 마늘(5g)을 넣어 섞은 뒤 저염 간장(3g), 함초소금(0.25g)으로 간한다.
5. 믹서에 소스와 다진 함초(7.5g)를 넣어 곱게 간다.
6. 그릇에 함초두부스테이크를 올리고 소스를 뿌린다.",1인분,,기타,굽기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3165,요거트강화순무김치,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125050922_1611562162968.jpg,"1. 순무는 2.5*2.5*0.3 cm 크기로 나박 모양으로 썬다.
2. 고운 고춧가루, 굵은 고춧가루, 다진마늘, 소금, 요거트를 섞어 양념장을 만든다.
3. 쪽파는 0.2cm 크기로 송송 썰어 준비한다.
4. 순무에 양념장을 넣고 버무려 준다.
5. 양념된 순무를 하루 정도 냉장보관하여 숙성시킨다.
6. 숙성된 순무김치에 쪽파를 고명으로 얹어 제공한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,순무,쪽파0.,고운고춧가루,굵은고춧가루,다진마늘,플레인요거트,소금0.,,,,40g,2g,1g,1g,1g,2g,2g,,,,0.0
API,3070,한우굴라쉬,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309035140_1583736700730.jpg,"1. 쇠고기 등심은 큐브 모양으로 썰어 소금, 후추 간을 하고 밀가루를 묻힌다.
2. 감자, 토마토는 한 입 크기로 썰고, 마늘은 편썰기, 파프리카는 채썰기, 양파는 다진다.
3. 팬에 버터와 올리브유를 넣고 양파, 마늘을 볶다가 쇠고기를 넣어 볶는다.
4. 쇠고기가 익으면 감자, 토마토, 파프리카를 넣는다.
5. 토마토 페이스트, 케찹을 넣어 볶다가 물과 월계수잎을 넣어 끓인다.
6. 소금, 후추로 간을 하고 푹 익혀준다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,쇠고기등심17.,양파7.,감자,파프리카3.,토마토,마늘1.,밀가루1.,토마토페이스트13.,케첩,버터,5g,5g,15g,2g,25g,7g,7g,7g,9g,5g,0.0
API,3067,배추된장국,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309022612_1583731572075.JPG,"1. 배추, 양파, 두부는 한입 크기로 썰고 대파와 청양고추는 어슷썰어 준비한다.
2. 전처리 후 남은 양파껍질, 대파뿌리와 다시멸치를 넣고 육수를 우린 후 거른다.
3. 두부는 끓는 물에 10분정도 넣어서 염분기를 빼준다.
4. 냄비에 참기름과 배추를 넣어 볶다가 쌀뜨물과 육수를 넣어 끓인다.
5. 두부와 양파, 대파, 고추를 넣는다.
6. 된장, 간마늘, 생강즙을 넣어 간을 맞춘다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,배추,두부,양파,대파,다시멸치,청양고추,다진마늘0.,생강즙0.,된장,쌀뜨물,20g,30g,20g,10g,5g,1g,5g,5g,2g,60ml,0.0
API,2978,곤약 감자조림,http://www.foodsafetykorea.go.kr/uploadimg/20190408/20190408011910_1554697150266.jpg,"1. 곤약과 감자는 2cm ? 2cm 크기로 썰고 풋고추와 홍고추는 송송 썰어 씨를 제거한다.
2. 물(200g)에 다시마를 넣고 끓여 육수를 만든 뒤 다시마를 건진다.
3. 육수에 간장, 설탕, 미림을 섞어 조림장을 만든다.
4. 곤약과 감자를 끓는 물에 넣고 80% 정도 익힌 뒤 건져 식힌다.
5. 4에 조림장 50g을 넣고 살짝 졸인다.
6. 불을 끄고 참기름을 섞는다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,곤약,감자,풋고추,홍고추,다시마,간장,설탕,미림,참기름,식초,100g,50g,5g,5g,10g,15g,10g,15g,3g,10g,0.0
API,3363,생선까스&타르타르소스,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313013838_1678682318628.jpg,"1. 명태포는 키친타월에 올려 물기를 제거한다.
2. 후춧가루와 레몬즙을 뿌려 비린내를 제거한다.
3. 볼에 튀김가루와 달걀, 식용유, 물을 섞어 튀김옷을 만든다
4. 명태포에 튀김옷을 입힌 뒤 170℃ 기름에서 두 번 튀긴다.
5. 삶은 달걀, 홍고추, 청양고추, 양파를 다져 볼에 섞은 뒤 마요네즈와 레몬즙, 후춧가루를 섞어 소스를 만든다
6. 생선까스에 타르타르소스를 곁들여 담는다.",1인분,,반찬,튀기기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3288,묵은지 밀푀유나베,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr99W1,"1. 묵은지는 흐르는 물에 헹군 뒤 찬물에 30분간 담가둔다.
2. 배추, 깻잎, 소고기, 묵은지 순으로 층층이 쌓는다.
3. 쌓은 재료를 3~4cm 크기로 자른다.
4. 냄비에 재료를 둘러 담고, 가운데에 콩나물과 북어채를 담는다.
5. 물(3컵)을 넣는다.
6. 중간 불로 10분간 끓여 마무리한다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,150g),,,,,,,,,,0.0
API,3277,치즈토마토 가지구이,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxSkgr94St,"1. 새송이버섯, 양파, 토마토는 굵게 다지고, 가지는 모양대로 길게 썰고, 돼지고기는 한입 크기로 썬다.
2. 중간 불로 달군 마른 팬에 가지를 올려 앞뒤로 노릇하게 굽는다.
3. 같은 팬에 올리브유를 두르고 다진 마늘을 넣어 노릇하게 볶고, 양파와 새송이버섯을 넣어 양파가 투명해질 때까지 볶는다.
4. 중간 불로 올린 뒤 목살을 넣어 겉면의 색이 변할 때까지 볶고, 토마토를 넣어 으깬다.
5. 쌈장과 파프리카가루를 넣어 고루 섞고, 토마토 국물이 배어 나오면 바질을 손으로 뜯어 넣은 뒤 국물이 자작해질 때까지 끓인다.
6. 그릇에 ⑤의 재료를 담은 뒤 가지를 엇갈려 올리고, 치즈를 얹은 뒤 전자레인지에 넣어 모차렐라치즈가 녹을 때까지 조리해 마무리한다.",1인분,,일품,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,200g),,,,,,,,,,0.0
API,3267,라이스페이퍼 수제소시지,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NxK4VJeu8m,"1. 다진 돼지고기(300g)에 밑간한 뒤 얼음물(¼컵)을 넣어 찰기가 생길 때까지 치대 소시지 반죽을 만든다.
2. 남은 다진 돼지고기(300g)에 양념과 얼음물(¼컵)을 넣고 고루 섞어 치대 다른 소시지 반죽을 만든다.
3. 두 가지 소시지 반죽은 짤주머니에 각각 담아 냉장실에서 30분간 숙성한다.
4. 라이스페이퍼 양면에 물을 약간 묻히고, 소시지 반죽을 일정하게 짠 뒤 돌돌 말아 소시지를 만든다.
5. 약한 불로 달군 팬에 식용유를 두르고, 소시지를 돌려가며 5분간 골고루 익힌다.
6. 센 불로 올려 1분간 더 익혀 마무리한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3248,소고기육전과 전복내장소스,https://www.foodsafetykorea.go.kr/common/ecmFileView.do?ecm_file_no=1NeTnFJF9m5,,1인분,,일품,굽기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3208,두부 새우볼,http://www.foodsafetykorea.go.kr/uploadimg/20210209/20210209104612_1612835172747.jpg,"1. 두부는 물기를 제거한 뒤 칼등으로 으깨고, 새우와 양파는 잘게 다지고, 새송이버섯은 한입 크기로 썬다.
2. 으깬 두부와 잘게 다진 새우, 양파는 밑간해 고루 버무린 뒤 적당량(25g)씩 떼어 동그랗게 빚는다.
3. 중간 불로 달군 팬에 식용유(25㎖)를 둘러 10~15분간 두부새우볼을 골고루 익혀 꺼낸다.
4. 같은 팬에 새송이버섯을 5분간 볶아 꺼낸다.
5. 약한 불로 줄인 뒤 같은 팬에 버터와 밀가루를 넣고 3~5분간 볶아 블론드 루를 만들고 우유를 부은 뒤 10분간 끓인다.
6. 구운 두부새우볼과 버섯, 소금(1g), 후춧가루(1g)를 넣은 뒤 그릇에 담고 파슬리가루(2g)를 뿌린다.",1인분,,일품,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3164,청경채 김치,http://www.foodsafetykorea.go.kr/uploadimg/20230309/20230309030413_1678341853588.jpg,"1. 청경채는 반으로 자른 후 줄기 부분에 칼집을 넣는다.
2. 청경채에 소금을 뿌려 30~40분 정도 절인다.
3. 배는 껍질을 벗긴 후 강판에 갈아 즙을 만든다.
4. 냄비에 물(30g)과 찹쌀가루를 넣고 끓여 찹쌀풀을 만들고, 충분히 식힌다.
5. 볼에 식힌 찹쌀풀, 배즙, 양념장 재료를 넣고 고루 섞어 양념장을 만든다.
6. 절인 청경채의 물기를 제거하고, 양념장을 버무려 마무리한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,3065,감자미역국,http://www.foodsafetykorea.go.kr/uploadimg/20200309/20200309015125_1583729485543.JPG,"1. 미역을 물에 불리고 건져내 물기를 제거한다.
2. 감자는 껍질을 제거하고 한입 크기로 자른다.
3. 냄비에 참기름을 두르고 미역을 볶다가 물을 부어 끓인다.
4. 국물이 우러나면 감자를 넣고 익을 때까지 끓인다.
5. 국간장을 넣어 간을 맞춘다.
6. 다진마늘을 넣고 한소끔 더 끓여서 완성한다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,건미역1.,감자,다진마늘,참기름,국간장,물,,,,,5g,40g,1g,1g,2g,300ml,,,,,0.0
API,3166,오미자저염나박김치,http://www.foodsafetykorea.go.kr/uploadimg/20210125/20210125051842_1611562722531.JPG,"1. 배추, 콜라비, 오이, 당근을 나박모양으로 썬다.
2. 레몬은 은행잎썰기, 홍고추는 어슷썰기, 실파는 1.5cm 길이로 썬다.
3. 식초, 설탕, 오미자청으로 단촛물을 만든다.
4. 단촛물에 야채, 레몬, 고추, 실파를 넣고 숙성시킨다.
5. 숙성 후 색을 보고 오미자청을 더 첨가한다.
6. 숙성된 오미자 나박김치를 그릇에 담아준다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,배추,콜라비,오이,당근,실파,홍고추,레몬,오미자엑기스,식초,,10g,5g,2g,2g,1g,1g,5g,5g,30g,,0.0
API,3214,치즈 두부 튀김,http://www.foodsafetykorea.go.kr/uploadimg/20210210/20210210111559_1612923359198.jpg,"1. 고구마는 끓는 물(2컵)에 4분간 삶아 껍질을 제거한 뒤 곱게 으깬다.
2. 호두는 굵게 부순다.
3. 으깬 고구마에 호두, 우유를 넣어 고루 섞는다.
4. 키친타월을 이용해 두부의 물기를 제거한 뒤 곱게 으깨고 빵가루(15g)를 넣어 섞는다.
5. 두부를 얇게 편 뒤 고구마와 모차렐라치즈를 넣어 동그랗게 빚는다.
6. 두부를 얇게 편 뒤 고구마와 모차렐라치즈를 넣어 동그랗게 빚는다.",1인분,,일품,튀기기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,2976,콜라비 깍두기,http://www.foodsafetykorea.go.kr/uploadimg/20230307/20230307044956_1678175396907.jpg,"1. 콜라비는 껍질을 벗긴 뒤 깍둑 썬다.
2. 손질한 콜라비에 천일염을 뿌려 1시간 동안 절인다.
3. 홍고추, 양파, 생강, 마늘을 믹서에 곱게 간다.
4. 갈아 낸 채소에 양념장 재료를 넣어 양념장을 만든다.
5. 절여 놓은 콜라비는 물기를 제거하고, 쪽파는 적당한 길이로 썬다.
6. 콜라비에 쪽파, 양념장을 넣고 버무려 하루 동안 숙성해 마무리한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
